frame,score
frame_000948.png,2.049759
frame_000949.png,2.030367
frame_000950.png,1.922068
frame_000951.png,1.925224
frame_000952.png,1.945035
frame_000953.png,1.926373
frame_000954.png,1.796464
frame_000955.png,1.829525
frame_000956.png,1.842778
frame_000957.png,1.836090
frame_000958.png,1.752324
frame_000959.png,1.792569
frame_000960.png,1.771061
frame_000961.png,3.418235
frame_000962.png,0.000000
frame_000963.png,1.753029
frame_000964.png,1.763015
frame_000965.png,1.836084
frame_000966.png,1.696134
frame_000967.png,1.767010
frame_000968.png,4.673792
frame_000969.png,0.000000
frame_000970.png,0.000000
frame_000971.png,1.774969
frame_000972.png,1.772253
frame_000973.png,1.801144
frame_000974.png,1.702882
frame_000975.png,1.736408
frame_000976.png,1.773297
frame_000977.png,1.830388
frame_000978.png,1.741038
frame_000979.png,1.760858
frame_000980.png,1.780079
frame_000981.png,1.825777
frame_000982.png,1.738169
frame_000983.png,1.759253
frame_000984.png,1.775870
frame_000985.png,1.791912
frame_000986.png,1.718148
frame_000987.png,1.761991
frame_000988.png,1.768931
frame_000989.png,1.806807
frame_000990.png,1.725721
frame_000991.png,1.782361
frame_000992.png,3.354277
frame_000993.png,0.000000
frame_000994.png,1.736535
frame_000995.png,1.786289
frame_000996.png,1.799074
frame_000997.png,1.823268
frame_000998.png,1.762035
frame_000999.png,1.738164
frame_001000.png,2.446350
frame_001001.png,1.780527
frame_001002.png,1.832112
frame_001003.png,1.852635
frame_001004.png,1.794454
frame_001005.png,1.852076
frame_001006.png,1.864039
frame_001007.png,1.925750
frame_001008.png,1.845529
frame_001009.png,1.876728
frame_001010.png,1.937058
frame_001011.png,1.947975
frame_001012.png,1.873032
frame_001013.png,1.920623
frame_001014.png,1.925008
frame_001015.png,1.969375
frame_001016.png,1.866624
frame_001017.png,1.938586
frame_001018.png,1.965988
frame_001019.png,2.026096
frame_001020.png,1.952936
frame_001021.png,1.992216
frame_001022.png,2.022928
frame_001023.png,2.018920
frame_001024.png,1.925376
frame_001025.png,1.978885
frame_001026.png,2.002944
frame_001027.png,2.043443
frame_001028.png,1.970795
frame_001029.png,2.008532
frame_001030.png,2.008810
frame_001031.png,2.061148
frame_001032.png,1.964387
frame_001033.png,2.031335
frame_001034.png,2.048804
frame_001035.png,2.081015
frame_001036.png,2.007149
frame_001037.png,2.043235
frame_001038.png,2.046217
frame_001039.png,2.079412
frame_001040.png,2.008281
frame_001041.png,2.065413
frame_001042.png,2.088893
frame_001043.png,2.126960
frame_001044.png,3.577838
frame_001045.png,0.000000
frame_001046.png,2.092128
frame_001047.png,2.150781
frame_001048.png,2.054543
frame_001049.png,2.078852
frame_001050.png,2.071383
frame_001051.png,2.068530
frame_001052.png,1.982797
frame_001053.png,2.032431
frame_001054.png,2.055268
frame_001055.png,2.053530
frame_001056.png,2.007338
frame_001057.png,2.025694
frame_001058.png,2.020779
frame_001059.png,2.050579
frame_001060.png,3.503015
frame_001061.png,0.000000
frame_001062.png,2.036260
frame_001063.png,2.050258
frame_001064.png,1.991777
frame_001065.png,2.034738
frame_001066.png,3.654848
frame_001067.png,0.000000
frame_001068.png,1.981952
frame_001069.png,2.039456
frame_001070.png,2.054686
frame_001071.png,2.100982
frame_001072.png,1.985831
